client_id,is_customer
3331296,0
3331341,0
3331458,0
3331521,0
3331776,0
3332577,0
3332625,0
3332979,0
3333093,0
3333348,0
3333531,0
3334137,0
3334284,0
3335196,0
3335382,0
3336009,0
3336306,0
3336312,0
3336600,0
3336981,0
3337590,0
3337686,0
3337989,0
3338385,0
3338661,0
3339243,0
3339429,0
3340902,0
3340956,0
3341082,0
3341481,0
3341775,0
3341943,0
3342012,0
3342378,0
3343149,0
3343680,0
3343956,0
3345066,0
3345768,0
3346683,0
3347157,0
3347739,0
3347799,0
3347913,0
3348723,0
3349290,0
3350418,0
3350598,0
3351228,0
3351687,0
3352410,0
3352545,0
3352551,0
3353358,0
3353487,0
3353937,0
3357039,1
3357726,0
3357915,0
3359340,0
3360039,0
3360480,0
3360576,0
3360969,0
3362577,0
3362802,0
3363714,0
3363780,0
3364419,0
3365223,0
3365586,0
3365631,0
3366363,0
3366483,0
3368091,0
3368541,0
3368595,0
3368799,0
3368895,0
3369783,0
3370215,0
3370263,0
3373011,0
3373140,1
3373335,0
3373503,0
3373527,0
3373725,0
3374229,0
3374532,0
3374550,1
3374631,1
3375468,0
3375912,0
3376251,0
3376791,0
3376929,0
3377367,0
3377796,0
3377943,0
3378639,0
3379521,0
3380295,0
3380961,0
3381654,0
3381786,0
3382068,0
3382077,0
3382089,0
3382524,0
3383457,0
3383523,0
3383829,0
3384981,0
3384984,0
3385983,0
3386022,0
3387687,0
3387858,0
3387873,0
3388149,0
3389736,0
3389985,0
3390300,0
3390342,0
3390747,0
3391350,0
3391446,0
3391680,0
3391947,0
3392112,1
3393033,0
3393228,0
3393846,0
3394230,0
3394461,0
3395163,0
3395166,0
3395550,0
3395952,0
3396390,0
3396588,0
3396723,0
3396915,0
3396990,0
3398310,0
3398409,0
3398556,0
3398781,0
3398823,0
3400530,0
3401550,0
3401565,0
3401838,0
3401862,0
3402147,0
3404355,0
3404847,0
3405084,0
3405456,0
3405786,0
3406236,0
3406590,0
3406674,0
3407928,0
3408033,0
3408864,0
3409797,0
3409902,0
3410337,0
3410799,0
3410859,0
3411039,0
3411714,0
3411726,0
3412566,0
3412782,0
3413685,0
3413703,0
3413709,0
3413871,0
3413952,0
3414024,0
3414129,0
3414258,0
3414468,0
3414738,0
3415332,0
3416349,0
3416733,0
3416982,0
3417153,0
3417165,0
3417387,0
3417522,0
3417669,0
3418209,0
3418320,0
3418623,0
3419100,0
3419232,0
3419277,0
3419379,0
3419628,0
3420306,0
3421899,0
3423366,0
3423498,0
3424185,0
3424440,0
3424626,0
3424704,0
3424752,0
3425025,0
3425028,0
3425655,0
3428631,0
3428658,0
3429120,0
3429399,0
3429681,0
3429768,0
3429780,0
3429906,0
3430383,0
3430464,0
3430506,0
3430689,0
3432198,0
3432603,0
3432657,0
3432693,1
3432726,0
3433659,0
3433815,0
3433929,0
3434049,0
3434124,0
3434451,0
3434622,0
3434700,0
3434892,0
3435003,0
3435051,0
3435474,0
3435951,0
3436560,0
3436869,0
3436881,0
3438525,0
3438816,0
3439359,0
3439617,0
3439806,0
3439851,0
3439941,0
3440043,0
3440496,0
3440703,0
3441408,0
3442650,0
3443184,0
3444174,0
3445353,0
3445434,0
3445932,1
3445986,0
3446475,0
3447186,0
3447363,0
3447735,0
3448134,0
3448506,0
3448956,0
3449121,0
3449550,0
3450471,0
3450597,0
3450885,0
3450939,0
3451506,0
3451593,0
3452901,0
3452940,0
3453027,0
3456108,0
3458418,0
3458724,1
3458739,0
3458835,0
3459066,0
3459465,0
3459468,0
3459588,0
3459615,0
3460014,0
3460374,0
3460719,0
3461046,0
3461622,0
3462012,0
3462354,0
3462723,0
3462729,0
3462987,0
3463479,0
3464097,0
3464340,0
3464742,0
3464955,0
3465027,0
3465204,0
3465603,0
3465816,0
3465819,0
3466083,0
3466896,0
3467118,0
3467211,0
3467985,0
3468285,0
3469551,0
3469587,0
3469599,0
3469710,0
3470568,0
3470928,0
3471021,0
3471054,0
3471270,0
3471678,0
3471681,0
3471795,0
3471897,0
3472227,0
3472467,0
3472482,0
3473028,0
3473244,0
3473679,0
3474000,0
3474414,0
3474519,0
3475107,0
3475929,0
3476490,0
3476766,0
3476859,0
3477243,0
3477735,0
3478320,0
3478515,0
3478668,0
3478884,0
3479301,0
3479373,0
3479556,0
3479709,0
3479745,0
3479817,0
3479838,0
3480012,0
3480045,0
3481275,1
3481443,0
3481650,0
3481917,0
3482244,0
3482352,0
3482355,0
3483120,0
3483171,0
3483216,0
3483273,0
3485115,0
3485373,0
3485595,0
3485625,0
3485763,0
3486519,0
3487263,0
3487272,0
3487341,0
3487827,0
3488481,0
3488976,0
3488979,0
3489738,0
3489882,0
3489885,1
3490596,0
3490842,0
3491430,0
3491661,0
3491808,0
3491862,0
3492123,0
3492243,1
3492930,0
3494316,1
3494412,0
3494553,0
3494706,0
3494985,0
3494988,0
3495045,0
3495333,0
3495453,0
3495483,0
3495630,0
3495666,0
3495717,0
3495756,0
3496062,0
3496344,0
3496665,0
3497070,0
3497484,0
3497592,0
3498465,0
3498891,0
3498912,0
3498918,0
3498990,0
3499431,0
3499974,0
3500088,0
3500325,0
3500355,1
3502089,0
3502731,0
3502845,0
3503436,1
3503664,0
3503781,0
3503958,0
3504615,0
3504873,0
3506433,0
3506571,0
3506673,0
3506991,0
3507219,0
3507648,0
3507675,0
3507681,0
3507975,0
3508569,0
3508635,0
3509496,0
3509571,0
3510609,0
3511032,1
3513132,0
3513297,0
3513588,0
3513642,0
3513735,0
3513870,0
3513876,0
3514200,0
3514260,0
3514296,0
3514386,0
3515295,0
3515373,0
3516582,0
3517848,0
3517986,0
3519315,0
3519657,0
3519936,0
3519939,0
3520056,0
3520143,0
3520269,0
3520737,0
3520749,0
3521241,0
3521436,0
3521754,0
3522264,0
3522309,0
3522393,0
3522672,0
3523866,0
3524139,0
3524298,0
3525261,0
3525480,0
3525573,0
3525708,0
3526032,1
3526287,0
3526353,0
3526815,0
3527487,0
3527691,0
3527808,0
3528402,0
3528702,0
3528720,0
3528921,0
3529437,0
3529533,0
3530298,0
3530433,0
3530910,1
3531810,1
3532062,0
3532182,0
3532308,0
3532380,0
3532647,0
3532686,0
3533322,0
3533445,0
3533820,0
3534309,0
3534666,0
3535302,0
3535362,0
3536280,0
3536889,0
3537084,0
3537219,0
3537312,0
3537798,0
3539058,0
3539142,1
3539403,1
3539481,0
3539565,0
3539757,0
3540153,0
3540642,0
3540789,0
3541014,0
3541599,0
3542889,0
3543000,0
3543054,0
3543516,0
3544002,0
3544644,0
3544947,0
3545193,0
3545400,0
3546969,0
3547407,0
3547767,0
3547950,0
3548205,0
3548484,0
3548994,0
3549279,0
3550506,0
3550971,0
3551538,1
3552372,0
3552888,0
3552909,0
3553071,0
3553614,0
3554205,0
3554577,0
3554679,0
3554856,0
3555042,0
3556491,0
3557829,0
3558240,0
3558243,0
3558327,0
3558459,0
3558663,0
3558978,0
3558984,0
3559107,0
3559596,0
3559737,0
3559923,0
3560247,0
3560331,0
3560427,0
3560958,0
3561006,1
3561093,0
3561480,0
3562446,0
3562803,0
3563052,0
3563235,0
3563568,0
3563961,0
3564483,0
3564816,0
3565086,0
3565521,0
3566256,0
3566460,0
3567117,0
3567537,0
3567645,1
3568617,0
3568623,0
3568788,1
3569262,0
3569766,0
3569796,0
3570075,1
3570297,0
3570876,0
3570930,0
3571308,0
3572121,0
3572373,0
3572547,0
3573621,0
3573996,0
3574119,0
3574962,0
3575601,0
3575901,0
3575973,0
3576264,0
3576519,0
3576921,0
3577287,0
3577623,1
3577968,0
3578223,0
3578280,0
3578283,0
3578487,0
3579174,0
3580083,0
3580125,0
3580755,0
3581424,0
3581460,0
3582846,0
3583218,0
3583332,0
3584187,0
3584730,0
3584733,0
3584811,0
3584961,0
3585117,0
3585546,0
3585594,0
3585696,1
3585813,0
3586497,0
3586503,0
3586797,0
3587001,0
3587154,0
3587589,0
3588306,0
3588690,0
3589137,0
3589329,0
3589386,0
3589548,0
3591165,0
3591336,0
3592068,0
3592197,0
3592770,0
3592866,0
3592911,1
3593127,0
3593301,0
3593382,0
3593577,1
3593592,0
3593598,0
3593682,0
3593727,0
3594198,0
3594345,0
3595038,0
3595311,0
3595383,0
3597609,0
3597720,0
3597798,0
3597825,0
3598290,0
3598416,0
3598485,0
3598737,0
3598749,0
3598848,0
3599070,0
3599424,0
3600366,0
3600417,0
3600834,0
3600969,1
3601833,0
3601905,0
3602115,0
3602538,0
3602700,0
3602913,0
3603258,0
3603930,0
3604281,0
3604359,0
3604707,0
3604806,0
3604908,0
3605259,0
3605526,0
3605979,0
3606318,0
3606561,0
3607416,0
3607467,0
3607854,0
3607938,0
3608376,0
3608718,0
3609348,0
3609537,0
3609597,0
3609693,0
3609987,0
3610170,0
3611331,0
3612126,0
3612321,0
3612450,0
3612657,0
3612729,0
3612801,0
3612810,0
3613203,0
3613293,0
3613536,0
3614076,0
3615039,0
3615300,0
3615336,0
3615744,0
3616194,0
3616197,0
3616404,0
3616500,0
3616506,0
3618702,0
3618822,0
3618840,0
3619662,0
3620025,0
3620718,0
3621477,0
3621951,0
3622038,0
3622524,0
3622662,0
3622743,0
3623040,0
3623178,0
3623682,0
3623802,0
3623805,0
3624333,0
3624564,0
3625077,0
3625257,0
3625728,0
3626862,0
3626883,0
3628260,0
3628848,0
3628869,0
3629007,0
3629772,0
3630228,0
3630972,0
3631332,0
3632286,0
3632601,0
3632967,0
3633399,0
3633531,0
3634344,0
3634989,0
3635514,0
3635760,0
3636150,0
3636537,0
3637815,0
3637869,0
3637971,1
3638511,1
3638541,0
3638664,0
3638883,0
3639702,0
3639804,0
3640083,0
3640902,0
3642915,0
3643023,0
3643137,0
3643254,0
3643785,0
3643827,0
3643902,0
3644136,0
3645153,0
3645315,0
3645468,0
3646299,0
3646404,0
3646593,0
3647298,0
3647730,0
3648519,0
3648660,0
3648807,0
3649047,0
3649557,0
3649893,0
3651231,0
3651432,0
3652266,0
3652392,0
3652791,0
3653139,1
3653265,1
3653301,0
3653481,0
3653613,0
3653934,0
3654021,0
3654258,0
3654384,0
3654438,0
3654888,0
3655065,1
3655668,0
3655701,0
3656010,0
3656259,0
3656814,0
3656820,0
3657546,0
3658635,0
3658824,0
3659289,0
3659808,0
3659838,0
3660399,0
3660492,0
3660648,0
3661329,0
3661872,0
3661938,0
3662295,0
3662556,0
3662619,0
3662730,0
3662961,0
3663147,0
3663639,0
3663903,0
3664647,0
3665190,0
3665211,0
3666036,0
3666153,0
3666381,0
3666552,0
3666858,0
3666912,0
3667386,0
3667476,1
3667521,0
3667893,0
3667896,0
3667944,0
3668169,0
3669105,1
3670032,0
3670284,0
3671253,0
3671379,0
3671610,0
3671682,0
3671763,0
3671808,0
3672276,0
3673188,0
3673215,0
3673380,0
3673515,0
3673629,0
3673704,0
3673869,0
3674091,0
3674178,0
3674796,0
3676632,0
3676755,0
3676956,0
3678054,0
3678288,0
3678315,0
3678321,0
3678342,0
3678996,0
3679179,0
3679815,0
3681258,0
3681273,0
3681795,0
3682554,0
3682989,0
3683133,0
3683400,0
3683463,0
3683541,0
3683691,0
3683718,0
3684111,0
3684681,0
3685473,0
3686640,1
3687201,0
3687258,0
3687465,0
3688404,1
3688503,0
3688599,0
3689001,0
3689916,0
3691143,0
3691491,0
3691533,0
3691851,0
3692724,0
3692751,0
3693477,0
3693636,0
3694821,0
3694902,0
3694986,0
3695313,0
3695793,0
3695919,0
3697035,0
3697254,0
3697422,0
3697809,0
3698028,0
3698103,0
3698283,0
3698448,0
3698859,0
3699399,0
3699726,0
3699906,0
3699924,0
3699984,0
3700428,0
3700896,0
3700950,0
3701154,0
3702321,0
3702363,0
3703197,0
3703413,1
3703521,0
3703560,0
3704547,1
3705036,0
3705348,0
3705372,0
3706620,0
3706812,0
3707430,0
3707640,0
3708081,0
3709467,1
3709524,0
3709887,0
3709926,0
3710310,0
3710376,0
3710586,0
3710682,0
3711039,0
3712212,0
3712761,0
3712869,0
3712992,0
3713208,1
3714021,0
3714303,0
3714717,0
3715533,0
3715851,0
3716166,0
3716748,0
3717186,0
3717255,0
3717516,0
3717624,0
3717900,0
3718347,0
3718761,0
3719187,0
3719361,1
3720204,0
3720213,0
3720708,0
3721233,0
3721518,0
3722196,0
3722391,0
3722622,0
3722802,0
3722979,0
3723051,0
3723213,0
3723714,0
3725628,0
3725700,0
3725967,0
3726771,0
3727164,0
3727221,0
3727311,0
3727344,0
3727512,0
3727524,0
3727563,0
3728082,0
3728238,0
3729204,0
3729255,0
3729759,0
3729879,0
3730224,0
3730482,0
3731016,0
3731142,0
3731421,0
3731679,0
3731940,0
3733488,0
3733611,0
3733740,0
3734094,0
3734262,0
3734310,0
3734550,0
3734562,0
3734820,0
3735075,0
3735216,0
3735249,0
3735453,0
3735513,0
3735957,0
3736071,0
3736506,0
3736533,0
3736722,0
3736842,0
3737094,0
3737136,0
3737667,0
3738750,0
3739269,0
3739305,0
3739497,0
3739587,0
3740112,0
3740124,0
3740148,0
3740673,0
3740901,0
3741072,0
3741888,0
3742134,0
3742530,0
3743847,0
3744474,0
3744741,0
3745284,0
3745686,0
3745728,0
3746010,0
3747183,0
3747249,0
3748140,0
3748374,0
3748548,0
3748704,0
3750291,0
3750600,0
3750858,0
3750912,0
3750954,0
3752232,0
3752661,0
3753588,0
3753927,0
3754026,0
3754086,0
3754227,0
3754470,0
3754563,0
3755526,0
3756228,0
3757722,0
3757896,0
3757947,0
3758199,0
3758556,0
3759096,0
3759402,0
3759648,0
3760086,1
3760428,0
3760788,0
3761919,0
3762234,0
3762699,0
3762885,1
3763077,0
3763224,0
3764052,0
3764394,0
3764433,0
3764664,0
3765042,0
3765603,0
3767148,0
3767571,0
3767733,0
3768075,0
3768222,0
3768633,0
3768885,0
3768972,0
3769308,0
3769371,0
3769608,0
3769827,0
3769863,0
3769890,0
3770091,0
3770433,0
3770460,0
3770784,0
3771537,0
3771636,0
3772548,0
3773757,0
3773793,0
3774210,0
3774648,0
3774708,0
3775149,0
3775326,0
3775431,0
3775794,0
3775803,0
3776064,0
3777078,0
3777102,0
3778095,0
3778341,0
3779511,0
3780009,0
3780402,1
3780459,0
3780717,0
3781029,0
3781575,0
3782163,0
3782355,0
3782358,0
3783957,0
3784410,0
3784473,0
3784845,0
3785184,0
3785409,0
3785763,0
3785805,0
3786258,0
3786450,0
3786627,0
3786738,0
3786795,0
3786963,0
3787707,0
3788595,0
3788775,0
3789018,0
3789519,0
3790416,0
3790473,0
3791457,0
3792720,0
3793281,0
3793494,0
3793575,0
3794142,0
3794883,0
3795204,0
3796221,0
3796239,0
3796272,0
3797556,0
3797928,0
3798066,0
3798222,0
3798477,0
3799098,0
3799359,0
3799584,0
3799908,0
3800631,0
3800640,0
3801270,0
3801444,0
3802149,0
3803382,1
3804021,0
3805356,0
3805995,0
3806247,0
3806991,0
3807252,0
3807345,0
3807690,0
3809064,0
3809376,0
3809802,0
3810066,0
3810975,0
3811632,0
3811653,0
3812358,0
3812862,0
3813087,0
3813741,0
3813975,0
3814113,0
3814491,0
3814524,0
3814554,0
3814668,0
3814821,0
3814962,0
3814965,0
3814971,0
3815022,0
3815181,0
3815616,0
3815661,1
3816471,1
3816801,0
3817059,0
3817233,0
3817644,1
3818283,0
3818571,0
3818664,0
3819945,0
3820125,0
3821301,1
3821673,0
3822051,0
3822399,0
3822906,0
3823125,0
3823290,0
3823395,0
3823527,0
3824259,0
3824703,0
3824787,0
3825477,0
3825681,0
3826428,0
3826449,0
3826752,0
3827193,0
3828120,0
3828852,0
3829188,0
3829527,0
3829956,0
3830190,0
3830463,0
3831630,0
3832182,0
3832293,0
3832356,0
3832905,0
3832908,0
3833286,0
3833463,0
3834240,1
3834399,0
3835050,0
3835119,0
3835389,0
3835584,0
3835617,0
3835668,0
3835854,0
3836955,0
3837600,0
3839229,0
3839319,0
3839385,0
3839493,0
3839523,0
3839532,0
3840003,0
3840591,0
3840912,0
3841089,0
3841500,0
3841785,0
3841833,0
3842646,0
3843321,0
3843783,0
3843864,0
3843981,0
3844026,0
3844731,0
3845166,0
3845970,0
3846639,0
3846699,0
3846702,0
3847071,0
3847515,0
